signature,channel_id,channel_name,msg_id,message,cleaned_message,date,msg_link,msg_from_peer,msg_from_id,views,number_replies,number_forwards,is_forward,forward_msg_from_peer_type,forward_msg_from_peer_id,forward_msg_from_peer_name,forward_msg_date,forward_msg_date_string,forward_msg_link,is_reply,reply_to_msg_id,reply_msg_link,contains_media,media_type,has_url,url,domain,url_title,url_description,document_type,document_id,document_video_duration,document_filename,poll_id,poll_question,poll_total_voters,poll_results,contact_phone_number,contact_name,contact_userid,geo_type,lat,lng,venue_id,venue_type,venue_title,venue_address,venue_provider
msg_iteration.14082.user.surfing_the_kali_yuga.post.13475,1269404313,surfing_the_kali_yuga,13475,,Noches de otoño.,2022-09-27 18:19:03+00:00,https://t.me/surfing_the_kali_yuga/13475,,,822,0,4,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14083.user.surfing_the_kali_yuga.post.13474,1269404313,surfing_the_kali_yuga,13474,,Porque siempre habrá dejado ardor en el corazón y fuego en la palabra para comunicarle a mis hermanos y decirles que es necesario que se encienda más su patriotismo cuanto más vacile la patria. Juan Vázquez de Mella.,2022-09-27 18:18:52+00:00,https://t.me/surfing_the_kali_yuga/13474,,,648,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14084.user.surfing_the_kali_yuga.post.13473,1269404313,surfing_the_kali_yuga,13473,,Próximamente. @edicionesfides,2022-09-27 11:45:15+00:00,https://t.me/surfing_the_kali_yuga/13473,,,659,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14085.user.surfing_the_kali_yuga.post.13472,1269404313,surfing_the_kali_yuga,13472,,Amar es encontrar en la felicidad ajena tu propia felicidad. Gottfried Leibniz. https://youtu.be/tmSzRx9RYLk,2022-09-27 04:12:58+00:00,https://t.me/surfing_the_kali_yuga/13472,,,686,0,5,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14086.user.surfing_the_kali_yuga.post.13471,1269404313,surfing_the_kali_yuga,13471,,Retornad a los pueblos y al origen.,2022-09-27 04:09:10+00:00,https://t.me/surfing_the_kali_yuga/13471,,,650,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14087.user.surfing_the_kali_yuga.post.13470,1269404313,surfing_the_kali_yuga,13470,,Dejad las ciudades y la decadencia.,2022-09-27 04:08:47+00:00,https://t.me/surfing_the_kali_yuga/13470,,,648,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14088.user.surfing_the_kali_yuga.post.13469,1269404313,surfing_the_kali_yuga,13469,,"¿Os habéis fijado en sus expresiones? Pícaros, atrevidos, espabilados y con ganas de comerse el mundo. Pues ya sabéis lo que nos falta.",2022-09-27 04:06:49+00:00,https://t.me/surfing_the_kali_yuga/13469,,,652,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14089.user.surfing_the_kali_yuga.post.13468,1269404313,surfing_the_kali_yuga,13468,,"Cuando se ve una cosa bella, se quiere poseerla. Es una inclinación natural que las leyes han previsto. Anatole France. https://youtu.be/nU-DZP-b-SU",2022-09-26 20:50:56+00:00,https://t.me/surfing_the_kali_yuga/13468,,,692,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14090.user.surfing_the_kali_yuga.post.13467,1269404313,surfing_the_kali_yuga,13467,,"EURONET, SEGUNDO EPISODIO.",2022-09-26 20:31:26+00:00,https://t.me/surfing_the_kali_yuga/13467,,,621,0,3,1,PeerChannel,1269404313.0,surfing_the_kali_yuga,2022-04-30 17:12:10,2022-04-30,https://t.me/surfing_the_kali_yuga/10510,0,,,1,MessageMediaDocument,0,,,,,video/mp4,6.010476653925372e+18,35.0,,,,,,,,,,,,,,,,
msg_iteration.14091.user.surfing_the_kali_yuga.post.13466,1269404313,surfing_the_kali_yuga,13466,, ,2022-09-26 20:30:05+00:00,https://t.me/surfing_the_kali_yuga/13466,,,657,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14092.user.surfing_the_kali_yuga.post.13465,1269404313,surfing_the_kali_yuga,13465,,No será por no haber sido avisados de nuestra situación actual y a la deriva. @edicionesfides,2022-09-26 20:30:05+00:00,https://t.me/surfing_the_kali_yuga/13465,,,651,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14093.user.surfing_the_kali_yuga.post.13464,1269404313,surfing_the_kali_yuga,13464,,Donde no exista norma rígida el individuo se vuelve masa tan fácilmente como donde su cumplimiento no es libre. Nicolás Gómez Dávila.,2022-09-26 20:27:20+00:00,https://t.me/surfing_the_kali_yuga/13464,,,646,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14094.user.surfing_the_kali_yuga.post.13463,1269404313,surfing_the_kali_yuga,13463,, ,2022-09-26 20:24:19+00:00,https://t.me/surfing_the_kali_yuga/13463,,,622,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14095.user.surfing_the_kali_yuga.post.13462,1269404313,surfing_the_kali_yuga,13462,,La intimidad ya no existe. Porque la vida del pequeño grupo ha sido sustituida por la del rebaño. La soledad se considera como un castigo o un lujo raro.,2022-09-26 18:56:42+00:00,https://t.me/surfing_the_kali_yuga/13462,,,676,0,9,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14096.user.surfing_the_kali_yuga.post.13461,1269404313,surfing_the_kali_yuga,13461,,Noches de otoño.,2022-09-26 18:56:41+00:00,https://t.me/surfing_the_kali_yuga/13461,,,640,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14097.user.surfing_the_kali_yuga.post.13460,1269404313,surfing_the_kali_yuga,13460,,Siempre que la ilusión existe es porque hay recorrido por delante. Es como la ambición que no tiene sentido cuando el tiempo ya se acaba.,2022-09-26 18:54:57+00:00,https://t.me/surfing_the_kali_yuga/13460,,,637,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14098.user.surfing_the_kali_yuga.post.13459,1269404313,surfing_the_kali_yuga,13459,, ,2022-09-26 16:36:42+00:00,https://t.me/surfing_the_kali_yuga/13459,,,647,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14099.user.surfing_the_kali_yuga.post.13458,1269404313,surfing_the_kali_yuga,13458,,Si rotas la fotografía ya no parecerá una escalada sino un descenso. Todo es cuestión de perspectiva. Pues la vida es exactamente igual. Lo que unos ven difícil otros pueden verlo fácil. Mantente firme en tus convicciones.,2022-09-26 15:53:35+00:00,https://t.me/surfing_the_kali_yuga/13458,,,667,0,4,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14100.user.surfing_the_kali_yuga.post.13456,1269404313,surfing_the_kali_yuga,13456,,"España es bella. Sitios que no te puedes perder. Playa de las Catedrales, Rivadeo., Lugo",2022-09-26 05:16:15+00:00,https://t.me/surfing_the_kali_yuga/13456,,,1018,0,5,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14101.user.surfing_the_kali_yuga.post.13455,1269404313,surfing_the_kali_yuga,13455,,Ni la ausencia ni el tiempo son nada cuando se ama. Alfred de Musset.,2022-09-26 05:13:37+00:00,https://t.me/surfing_the_kali_yuga/13455,,,686,0,7,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14102.user.surfing_the_kali_yuga.post.13454,1269404313,surfing_the_kali_yuga,13454,,"Somos de caballeros y damas, de cuentos y misterios, de fábulas y finales felices. https://youtu.be/SUSff7tlPws",2022-09-26 05:11:14+00:00,https://t.me/surfing_the_kali_yuga/13454,,,678,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14103.user.surfing_the_kali_yuga.post.13453,1269404313,surfing_the_kali_yuga,13453,,¿De qué serviría llegar al poder? ¿Qué podrías ofrecer que no hayas sido capaz de cambiar antes en ti mismo? Haz la primera revolución dentro de tí.,2022-09-26 05:10:50+00:00,https://t.me/surfing_the_kali_yuga/13453,,,874,0,7,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14104.user.surfing_the_kali_yuga.post.13452,1269404313,surfing_the_kali_yuga,13452,,El descontento impulsó al espíritu a una nueva creación. Olaf Stapledon.,2022-09-25 20:52:02+00:00,https://t.me/surfing_the_kali_yuga/13452,,,695,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14105.user.surfing_the_kali_yuga.post.13451,1269404313,surfing_the_kali_yuga,13451,,"En un principio había sido el ideal de los jóvenes de lo que debía ser la juventud: un entretejido de lealtad fanática, alegría irresponsable, camaradería, placer físico y no poca crueldad. Olaf Stapledon.",2022-09-25 20:49:09+00:00,https://t.me/surfing_the_kali_yuga/13451,,,682,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14106.user.surfing_the_kali_yuga.post.13450,1269404313,surfing_the_kali_yuga,13450,,Noches de otoño.,2022-09-25 19:21:26+00:00,https://t.me/surfing_the_kali_yuga/13450,,,684,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14107.user.surfing_the_kali_yuga.post.13449,1269404313,surfing_the_kali_yuga,13449,,"La camaradería no es más que la mitad de la vida: la otra mitad es el amor, una cosa tan diferente de aquella, que podría uno imaginarse que fue creada para otro universo. G. K. Chesterton.",2022-09-25 19:20:36+00:00,https://t.me/surfing_the_kali_yuga/13449,,,721,0,5,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14108.user.surfing_the_kali_yuga.post.13448,1269404313,surfing_the_kali_yuga,13448,,Un día sin música es como una comida sin postre. Disfruta de la música y si aún no conoces a Morrisey y por ende a The Smiths ponte hoy a ello. https://youtu.be/nHBZFSYA12A,2022-09-25 06:39:16+00:00,https://t.me/surfing_the_kali_yuga/13448,,,725,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14109.user.surfing_the_kali_yuga.post.13447,1269404313,surfing_the_kali_yuga,13447,,"Es el verdadero despertar espiritual, cuando algo emerge dentro de ti que está más profundo de lo que pensaste. https://youtu.be/bdK1TD0XWo0",2022-09-25 06:09:57+00:00,https://t.me/surfing_the_kali_yuga/13447,,,691,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14110.user.surfing_the_kali_yuga.post.13446,1269404313,surfing_the_kali_yuga,13446,,No hay nada que supere lo que sienten las personas que mantienen su vínculo con la naturaleza.,2022-09-25 06:05:49+00:00,https://t.me/surfing_the_kali_yuga/13446,,,710,0,7,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14111.user.surfing_the_kali_yuga.post.13445,1269404313,surfing_the_kali_yuga,13445,,"Valor, disciplina y coraje. Las guerra también saca cosas buenas de los hombres y refleja nuestra verdadera naturaleza.",2022-09-25 06:03:10+00:00,https://t.me/surfing_the_kali_yuga/13445,,,668,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14112.user.surfing_the_kali_yuga.post.13444,1269404313,surfing_the_kali_yuga,13444,, ,2022-09-24 23:29:53+00:00,https://t.me/surfing_the_kali_yuga/13444,,,673,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14113.user.surfing_the_kali_yuga.post.13443,1269404313,surfing_the_kali_yuga,13443,,"Puedes encarcelar a un revolucionario, pero no puedes encarcelar la revolución. You can imprison a revolutionary, but you cannot imprison the revolution. Huey Newton.",2022-09-24 23:04:53+00:00,https://t.me/surfing_the_kali_yuga/13443,,,633,0,0,1,PeerChannel,1632118252.0,,2022-09-24 22:47:36,2022-09-24,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14114.user.surfing_the_kali_yuga.post.13442,1269404313,surfing_the_kali_yuga,13442,,Todo está perdido cuando los malos sirven de ejemplo y los buenos de mofa. Demócrates.,2022-09-24 22:32:02+00:00,https://t.me/surfing_the_kali_yuga/13442,,,702,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14115.user.surfing_the_kali_yuga.post.13441,1269404313,surfing_the_kali_yuga,13441,,Una deuda más con Bardeche. @edicionesfides,2022-09-24 21:46:14+00:00,https://t.me/surfing_the_kali_yuga/13441,,,656,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14116.user.surfing_the_kali_yuga.post.13440,1269404313,surfing_the_kali_yuga,13440,,Saturday night fever.,2022-09-24 19:13:04+00:00,https://t.me/surfing_the_kali_yuga/13440,,,662,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14117.user.surfing_the_kali_yuga.post.13439,1269404313,surfing_the_kali_yuga,13439,,"Acaso la enfermedad misma sea la condición esencial de lo que llamamos progreso, y el progreso mismo una enfermedad. Miguel de Unamuno.",2022-09-24 19:12:49+00:00,https://t.me/surfing_the_kali_yuga/13439,,,670,0,4,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14118.user.surfing_the_kali_yuga.post.13438,1269404313,surfing_the_kali_yuga,13438,,"Hay cosas que nacen dentro del interior que no puedes explicar, nacen, sin más. https://youtu.be/uQxsF2f93cc",2022-09-24 16:07:17+00:00,https://t.me/surfing_the_kali_yuga/13438,,,681,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14119.user.surfing_the_kali_yuga.post.13437,1269404313,surfing_the_kali_yuga,13437,,Queremos personas que salgan a correr y hacer deporte. No queremos 'runners'. Dejar de hacer el mamarracho y limitaros a hacer deporte.,2022-09-24 12:46:46+00:00,https://t.me/surfing_the_kali_yuga/13437,,,694,0,5,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14120.user.surfing_the_kali_yuga.post.13436,1269404313,surfing_the_kali_yuga,13436,,"¿Todavía no te has dado cuenta de que todo ser vivo merece cariño y respeto? La naturaleza no es slgp que este ""ahi"". Somos parte de la Naturaleza.",2022-09-24 12:33:22+00:00,https://t.me/surfing_the_kali_yuga/13436,,,669,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14121.user.surfing_the_kali_yuga.post.13435,1269404313,surfing_the_kali_yuga,13435,,"Queremos mujeres femeninas, rebeldes, educadas, inconformistas, luchadoras y soñadoras. Que maravilloso es un ser capaz de crear vida en su interior. https://youtu.be/LWEGXGd42aU",2022-09-24 06:28:02+00:00,https://t.me/surfing_the_kali_yuga/13435,,,964,0,11,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14122.user.surfing_the_kali_yuga.post.13434,1269404313,surfing_the_kali_yuga,13434,,"Algún día volverá una generación de jóvenes, fanáticos, disciplinados y entusiastas que se alejarán de la decadencia y la oscuridad y alumbrarán la oportunidad de que el bien se vuelva a imponer al mal. Hasta ese día resistiremos y lo haremos con ética y abnegación.",2022-09-24 06:23:27+00:00,https://t.me/surfing_the_kali_yuga/13434,,,679,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14123.user.surfing_the_kali_yuga.post.13433,1269404313,surfing_the_kali_yuga,13433,,"Agunos símbolos tienen mucho poder. Pero si las personas que lo enarbolan no hacen de su vida una continuacion de lo que el símbolo significa, este perderá toda su magia.",2022-09-24 06:16:26+00:00,https://t.me/surfing_the_kali_yuga/13433,,,667,0,5,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14124.user.surfing_the_kali_yuga.post.13432,1269404313,surfing_the_kali_yuga,13432,, ,2022-09-23 20:29:52+00:00,https://t.me/surfing_the_kali_yuga/13432,,,912,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14125.user.surfing_the_kali_yuga.post.13431,1269404313,surfing_the_kali_yuga,13431,,"Mañana. Barcelona. -10:00 Apertura de puertas. -10:30 Mesa redonda: Presente y Futuro del Área. Intervienen: Jordi Garriga, Armando R., Manu Beramendi y J.A. Llopart. -12:30 Alain Soral: Estratos y unidad de su pensamiento. Presentación del libro Comprender la época. -14:00 Apertura de puertas. -Presentación del libro La domesticación humana de Konrad Lorenz, por Roberto Segura. -17:30 Militancia e ideología, por Ramón Bau. -18:45 La justicia de los vendedores, por A.Rodríguez. •Exposición y venta de libros y materiales. •Organizan Fides y El Oso Blindado Entrada/Donativo: 5€ ¡Acude!",2022-09-23 20:29:51+00:00,https://t.me/surfing_the_kali_yuga/13431,,,908,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14126.user.surfing_the_kali_yuga.post.13430,1269404313,surfing_the_kali_yuga,13430,,"Me fascina todo lo que es hermoso, fuerte, sano, vivo, buscando la armonía. Leni Riefenstahl. https://youtu.be/zrh5kaWfyMQ",2022-09-23 19:51:57+00:00,https://t.me/surfing_the_kali_yuga/13430,,,681,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14127.user.surfing_the_kali_yuga.post.13429,1269404313,surfing_the_kali_yuga,13429,,"Allí nos vemos. Barcelona mañana. Sunotel. C/Valencia, 157.",2022-09-23 18:55:38+00:00,https://t.me/surfing_the_kali_yuga/13429,,,657,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14128.user.surfing_the_kali_yuga.post.13428,1269404313,surfing_the_kali_yuga,13428,,Formas parte de ella.,2022-09-23 18:46:05+00:00,https://t.me/surfing_the_kali_yuga/13428,,,633,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14129.user.surfing_the_kali_yuga.post.13427,1269404313,surfing_the_kali_yuga,13427,,"¡Hijos de Gondor! ¡Y de Rohan! ¡Mis hermanos! Veo en vuestros ojos el mismo miedo que encogería mi propio corazón. Pudiera llegar el día en que el valor de los hombres decayera, en que olvidáramos a nuestros compañeros y se rompieran los lazos de nuestra comunidad; ¡Pero hoy no es ese día! En el que una hora de lobos y escudos rotos rubricaran la consumación de la edad de los hombres; ¡Pero hoy no es ese día! ¡¡En este día lucharemos!!, ¡¡Por todo aquello que vuestro corazón ama de esta buena tierra, os llamo a luchar!! ¡¡Hombres del Oeste!! Aragorn.",2022-09-23 18:45:46+00:00,https://t.me/surfing_the_kali_yuga/13427,,,833,0,7,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14130.user.surfing_the_kali_yuga.post.13426,1269404313,surfing_the_kali_yuga,13426,,Noches con olor a otoño.,2022-09-23 18:44:47+00:00,https://t.me/surfing_the_kali_yuga/13426,,,609,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14131.user.surfing_the_kali_yuga.post.13425,1269404313,surfing_the_kali_yuga,13425,,"Rudolf comenzó a escribir su primer libro en 1916, tras recibir la triste noticia de la muerte de su hermano Johann, caído en combate en la batalla de Jutlandia, durante la Gran Guerra (1914-1918). Fue muy conocido gracias a sus alocuciones para la emisora Norddeutscher Rundfunk. Algunas de estas alocuciones fueron publicadas bajo el título Kamerad und Kameradin, libro que el lector puede disfrutar ahora en nuestro idioma bajo el título Camaradas. @edicionesfides",2022-09-23 18:44:31+00:00,https://t.me/surfing_the_kali_yuga/13425,,,632,0,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14132.user.surfing_the_kali_yuga.post.13424,1269404313,surfing_the_kali_yuga,13424,,"A menudo dormía en la rue Lepic durante estas estancias con mi padre. Dormí en la pequeña cama del estudio, en ese momento el Voyage estaba en camino. Escribía principalmente por la noche. Estaba sentado en su escritorio, en la misma habitación, que era nuestro dormitorio. Solo que encendió la lámpara de su escritorio gran parte de la noche. Tenía el sueño ligero, no era fácil dormir. De vez en cuando me preguntaba: “¿Estás durmiendo, Colichon? - Sí papá."" Fingí dormir. Me hizo la misma pregunta un poco más tarde. No respondí más, pero tenía un ojo abierto y lo estaba mirando. Me costó mucho quedarme dormido con la iluminación. Pero sobre todo hablaba solo y en voz muy alta, se levantaba, caminaba hablando aún más fuerte. Tenía derecho a todos los personajes que desfilaban frente a mí y esperaba que murieran pronto. La noche fue larguísima… Celine.",2022-09-23 18:43:16+00:00,https://t.me/surfing_the_kali_yuga/13424,,,631,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14133.user.surfing_the_kali_yuga.post.13423,1269404313,surfing_the_kali_yuga,13423,,"Haz algo que te guste y déjate llevar. Arriesgate, sueña y olvida lo que dicen los demás. https://youtu.be/YT2T_cjfW-k",2022-09-23 17:32:51+00:00,https://t.me/surfing_the_kali_yuga/13423,,,625,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14134.user.surfing_the_kali_yuga.post.13422,1269404313,surfing_the_kali_yuga,13422,,"WLM, La Coruña.",2022-09-23 16:57:47+00:00,https://t.me/surfing_the_kali_yuga/13422,,,560,0,1,1,PeerChannel,1632118252.0,,2022-09-22 22:15:16,2022-09-22,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.14135.user.surfing_the_kali_yuga.post.13421,1269404313,surfing_the_kali_yuga,13421,, ,2022-09-23 16:57:47+00:00,https://t.me/surfing_the_kali_yuga/13421,,,569,0,1,1,PeerChannel,1632118252.0,,2022-09-22 22:15:16,2022-09-22,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
